relative_path,size_bytes,modified
Soil_Moisture\DDCA\DDCA_CH\SM\20170122.mat,4502766,2026-04-02 12:11:29
Soil_Moisture\DDCA\DDCA_CH\SM\20170112.mat,4269365,2026-04-02 12:11:27
Soil_Moisture\DDCA\DDCA_CH\SM\20170119.mat,3862296,2026-04-02 12:11:27
Soil_Moisture\DDCA\DDCA_CH\SM\20170120.mat,4199178,2026-04-02 12:11:27
Soil_Moisture\DDCA\DDCA_CH\SM\20170121.mat,4996794,2026-04-02 12:11:27
Soil_Moisture\DDCA\DDCA_CH\SM\20170114.mat,4591939,2026-04-02 12:11:26
Soil_Moisture\DDCA\DDCA_CH\SM\20170115.mat,3581423,2026-04-02 12:11:26
Soil_Moisture\DDCA\DDCA_CH\SM\20170116.mat,2643428,2026-04-02 12:11:26
Soil_Moisture\DDCA\DDCA_CH\SM\20170117.mat,2718561,2026-04-02 12:11:26
Soil_Moisture\DDCA\DDCA_CH\SM\20170111.mat,4874175,2026-04-02 12:11:25
Soil_Moisture\DDCA\DDCA_CH\SM\20170113.mat,5058348,2026-04-02 12:11:25
Soil_Moisture\DDCA\DDCA_CH\SM\20170118.mat,3783551,2026-04-02 12:11:25
Soil_Moisture\DDCA\DDCA_CH\SM\20170109.mat,4484595,2026-04-02 12:11:22
Soil_Moisture\DDCA\DDCA_CH\SM\20170103.mat,4986884,2026-04-02 12:11:21
Soil_Moisture\DDCA\DDCA_CH\SM\20170104.mat,4183416,2026-04-02 12:11:21
Soil_Moisture\DDCA\DDCA_CH\SM\20170105.mat,5126781,2026-04-02 12:11:21
Soil_Moisture\DDCA\DDCA_CH\SM\20170106.mat,4688190,2026-04-02 12:11:21
Soil_Moisture\DDCA\DDCA_CH\SM\20170107.mat,4423826,2026-04-02 12:11:21
Soil_Moisture\DDCA\DDCA_CH\SM\20170108.mat,5129232,2026-04-02 12:11:21
Soil_Moisture\DDCA\DDCA_CH\SM\20170110.mat,3304778,2026-04-02 12:11:21
Soil_Moisture\DDCA\DDCA_CH\SM\20161231.mat,477265,2026-04-02 12:11:20
Soil_Moisture\DDCA\DDCA_CH\SM\20170101.mat,4772179,2026-04-02 12:11:20
Soil_Moisture\DDCA\DDCA_CH\SM\20170102.mat,4713848,2026-04-02 12:11:20
Soil_Moisture\DDCA\DDCA_CH\SM\20161226.mat,5620950,2026-04-02 12:11:17
Soil_Moisture\DDCA\DDCA_CH\SM\20161214.mat,4679487,2026-04-02 12:11:15
Soil_Moisture\DDCA\DDCA_CH\SM\20161219.mat,4772326,2026-04-02 12:11:15
Soil_Moisture\DDCA\DDCA_CH\SM\20161220.mat,5587486,2026-04-02 12:11:15
Soil_Moisture\DDCA\DDCA_CH\SM\20161221.mat,5104176,2026-04-02 12:11:15
Soil_Moisture\DDCA\DDCA_CH\SM\20161222.mat,4776077,2026-04-02 12:11:15
Soil_Moisture\DDCA\DDCA_CH\SM\20161223.mat,5665229,2026-04-02 12:11:15
Soil_Moisture\DDCA\DDCA_CH\SM\20161224.mat,4883228,2026-04-02 12:11:15
Soil_Moisture\DDCA\DDCA_CH\SM\20161225.mat,5099304,2026-04-02 12:11:15
Soil_Moisture\DDCA\DDCA_CH\SM\20161227.mat,477265,2026-04-02 12:11:15
Soil_Moisture\DDCA\DDCA_CH\SM\20161228.mat,477265,2026-04-02 12:11:15
Soil_Moisture\DDCA\DDCA_CH\SM\20161229.mat,477265,2026-04-02 12:11:15
Soil_Moisture\DDCA\DDCA_CH\SM\20161230.mat,477265,2026-04-02 12:11:15
Soil_Moisture\DDCA\DDCA_CH\SM\20161217.mat,5025657,2026-04-02 12:11:12
Soil_Moisture\DDCA\DDCA_CH\SM\20161212.mat,5252561,2026-04-02 12:11:11
Soil_Moisture\DDCA\DDCA_CH\SM\20161218.mat,5450204,2026-04-02 12:11:11
Soil_Moisture\DDCA\DDCA_CH\SM\20161213.mat,5043144,2026-04-02 12:11:10
Soil_Moisture\DDCA\DDCA_CH\SM\20161215.mat,5616642,2026-04-02 12:11:10
Soil_Moisture\DDCA\DDCA_CH\SM\20161216.mat,4197787,2026-04-02 12:11:10
Soil_Moisture\DDCA\DDCA_CH\SM\20161209.mat,5004821,2026-04-02 12:11:09
Soil_Moisture\DDCA\DDCA_CH\SM\20161210.mat,5418983,2026-04-02 12:11:09
Soil_Moisture\DDCA\DDCA_CH\SM\20161211.mat,4676637,2026-04-02 12:11:09
Soil_Moisture\DDCA\DDCA_CH\SM\20161205.mat,5009458,2026-04-02 12:11:07
Soil_Moisture\DDCA\DDCA_CH\SM\20161208.mat,4752288,2026-04-02 12:11:07
Soil_Moisture\DDCA\DDCA_CH\SM\20161207.mat,5606352,2026-04-02 12:11:05
Soil_Moisture\DDCA\DDCA_CH\SM\20161204.mat,5494795,2026-04-02 12:11:04
Soil_Moisture\DDCA\DDCA_CH\SM\20161206.mat,4660303,2026-04-02 12:11:04
Soil_Moisture\DDCA\DDCA_CH\SM\20161127.mat,4916982,2026-04-02 12:11:03
Soil_Moisture\DDCA\DDCA_CH\SM\20161130.mat,4679181,2026-04-02 12:11:03
Soil_Moisture\DDCA\DDCA_CH\SM\20161202.mat,5391679,2026-04-02 12:11:03
Soil_Moisture\DDCA\DDCA_CH\SM\20161203.mat,4653851,2026-04-02 12:11:03
Soil_Moisture\DDCA\DDCA_CH\SM\20161128.mat,4604050,2026-04-02 12:11:02
Soil_Moisture\DDCA\DDCA_CH\SM\20161201.mat,4965523,2026-04-02 12:11:02
Soil_Moisture\DDCA\DDCA_CH\SM\20161129.mat,5554954,2026-04-02 12:11:01
Soil_Moisture\DDCA\DDCA_CH\SM\20161125.mat,4603223,2026-04-02 12:11:00
Soil_Moisture\DDCA\DDCA_CH\SM\20161126.mat,5415863,2026-04-02 12:10:59
Soil_Moisture\DDCA\DDCA_CH\SM\20161124.mat,5384723,2026-04-02 12:10:58
Soil_Moisture\DDCA\DDCA_CH\SM\20161121.mat,5568183,2026-04-02 12:10:57
Soil_Moisture\DDCA\DDCA_CH\SM\20161123.mat,4990460,2026-04-02 12:10:57
Soil_Moisture\DDCA\DDCA_CH\SM\20161118.mat,5434347,2026-04-02 12:10:56
Soil_Moisture\DDCA\DDCA_CH\SM\20161116.mat,5993993,2026-04-02 12:10:55
Soil_Moisture\DDCA\DDCA_CH\SM\20161117.mat,4641170,2026-04-02 12:10:55
Soil_Moisture\DDCA\DDCA_CH\SM\20161119.mat,4981945,2026-04-02 12:10:55
Soil_Moisture\DDCA\DDCA_CH\SM\20161120.mat,4633061,2026-04-02 12:10:55
Soil_Moisture\DDCA\DDCA_CH\SM\20161122.mat,4699874,2026-04-02 12:10:55
Soil_Moisture\DDCA\DDCA_CH\SM\20161114.mat,5173864,2026-04-02 12:10:54
Soil_Moisture\DDCA\DDCA_CH\SM\20161115.mat,5281805,2026-04-02 12:10:54
Soil_Moisture\DDCA\DDCA_CH\SM\20161113.mat,6058463,2026-04-02 12:10:51
Soil_Moisture\DDCA\DDCA_CH\SM\20161105.mat,6239112,2026-04-02 12:10:50
Soil_Moisture\DDCA\DDCA_CH\SM\20161112.mat,4927209,2026-04-02 12:10:50
Soil_Moisture\DDCA\DDCA_CH\SM\20161108.mat,6115188,2026-04-02 12:10:49
Soil_Moisture\DDCA\DDCA_CH\SM\20161110.mat,5785070,2026-04-02 12:10:49
Soil_Moisture\DDCA\DDCA_CH\SM\20161111.mat,5531025,2026-04-02 12:10:49
Soil_Moisture\DDCA\DDCA_CH\SM\20161106.mat,5329335,2026-04-02 12:10:48
Soil_Moisture\DDCA\DDCA_CH\SM\20161107.mat,5456712,2026-04-02 12:10:48
Soil_Moisture\DDCA\DDCA_CH\SM\20161109.mat,5037086,2026-04-02 12:10:48
Soil_Moisture\DDCA\DDCA_CH\SM\20161104.mat,5105021,2026-04-02 12:10:47
Soil_Moisture\DDCA\DDCA_CH\SM\20161103.mat,5687727,2026-04-02 12:10:46
Soil_Moisture\DDCA\DDCA_CH\SM\20161102.mat,5950975,2026-04-02 12:10:45
Soil_Moisture\DDCA\DDCA_CH\SM\20161101.mat,4879205,2026-04-02 12:10:44
Soil_Moisture\DDCA\DDCA_CH\SM\20161026.mat,5816133,2026-04-02 12:10:42
Soil_Moisture\DDCA\DDCA_CH\SM\20161028.mat,6376618,2026-04-02 12:10:42
Soil_Moisture\DDCA\DDCA_CH\SM\20161029.mat,5519551,2026-04-02 12:10:42
Soil_Moisture\DDCA\DDCA_CH\SM\20161023.mat,6490279,2026-04-02 12:10:41
Soil_Moisture\DDCA\DDCA_CH\SM\20161027.mat,5288535,2026-04-02 12:10:41
Soil_Moisture\DDCA\DDCA_CH\SM\20161030.mat,5599041,2026-04-02 12:10:41
Soil_Moisture\DDCA\DDCA_CH\SM\20161031.mat,6410553,2026-04-02 12:10:41
Soil_Moisture\DDCA\DDCA_CH\SM\20161024.mat,4824402,2026-04-02 12:10:40
Soil_Moisture\DDCA\DDCA_CH\SM\20161025.mat,6091945,2026-04-02 12:10:40
Soil_Moisture\DDCA\DDCA_CH\SM\20161022.mat,5775254,2026-04-02 12:10:38
Soil_Moisture\DDCA\DDCA_CH\SM\20161015.mat,6830725,2026-04-02 12:10:34
Soil_Moisture\DDCA\DDCA_CH\SM\20161017.mat,6319825,2026-04-02 12:10:34
Soil_Moisture\DDCA\DDCA_CH\SM\20161018.mat,6021794,2026-04-02 12:10:34
Soil_Moisture\DDCA\DDCA_CH\SM\20161019.mat,4723982,2026-04-02 12:10:34
Soil_Moisture\DDCA\DDCA_CH\SM\20161020.mat,6575455,2026-04-02 12:10:34
Soil_Moisture\DDCA\DDCA_CH\SM\20161021.mat,5717812,2026-04-02 12:10:34
Soil_Moisture\DDCA\DDCA_CH\SM\20161012.mat,6805335,2026-04-02 12:10:33
Soil_Moisture\DDCA\DDCA_CH\SM\20161013.mat,5729431,2026-04-02 12:10:33
Soil_Moisture\DDCA\DDCA_CH\SM\20161014.mat,6061193,2026-04-02 12:10:33
Soil_Moisture\DDCA\DDCA_CH\SM\20161016.mat,5313189,2026-04-02 12:10:33
Soil_Moisture\DDCA\DDCA_CH\SM\20161006.mat,6413166,2026-04-02 12:10:27
Soil_Moisture\DDCA\DDCA_CH\SM\20161009.mat,6553646,2026-04-02 12:10:27
Soil_Moisture\DDCA\DDCA_CH\SM\20161011.mat,5739754,2026-04-02 12:10:27
Soil_Moisture\DDCA\DDCA_CH\SM\20161001.mat,6887114,2026-04-02 12:10:26
Soil_Moisture\DDCA\DDCA_CH\SM\20161002.mat,6534310,2026-04-02 12:10:26
Soil_Moisture\DDCA\DDCA_CH\SM\20161004.mat,7128918,2026-04-02 12:10:26
Soil_Moisture\DDCA\DDCA_CH\SM\20161005.mat,6271217,2026-04-02 12:10:26
Soil_Moisture\DDCA\DDCA_CH\SM\20161007.mat,7043997,2026-04-02 12:10:26
Soil_Moisture\DDCA\DDCA_CH\SM\20161008.mat,5836851,2026-04-02 12:10:26
Soil_Moisture\DDCA\DDCA_CH\SM\20161010.mat,6274998,2026-04-02 12:10:26
Soil_Moisture\DDCA\DDCA_CH\SM\20160929.mat,7383165,2026-04-02 12:10:22
Soil_Moisture\DDCA\DDCA_CH\SM\20161003.mat,6092557,2026-04-02 12:10:21
Soil_Moisture\DDCA\DDCA_CH\SM\20160923.mat,7132025,2026-04-02 12:10:19
Soil_Moisture\DDCA\DDCA_CH\SM\20160926.mat,6983155,2026-04-02 12:10:19
Soil_Moisture\DDCA\DDCA_CH\SM\20160930.mat,6188419,2026-04-02 12:10:19
Soil_Moisture\DDCA\DDCA_CH\SM\20160921.mat,6793015,2026-04-02 12:10:18
Soil_Moisture\DDCA\DDCA_CH\SM\20160928.mat,1665690,2026-04-02 12:10:18
Soil_Moisture\DDCA\DDCA_CH\SM\20160920.mat,6801835,2026-04-02 12:10:17
Soil_Moisture\DDCA\DDCA_CH\SM\20160922.mat,6335583,2026-04-02 12:10:17
Soil_Moisture\DDCA\DDCA_CH\SM\20160924.mat,6743871,2026-04-02 12:10:17
Soil_Moisture\DDCA\DDCA_CH\SM\20160925.mat,6260135,2026-04-02 12:10:17
Soil_Moisture\DDCA\DDCA_CH\SM\20160918.mat,7576816,2026-04-02 12:10:14
Soil_Moisture\DDCA\DDCA_CH\SM\20160919.mat,6478198,2026-04-02 12:10:14
Soil_Moisture\DDCA\DDCA_CH\SM\20160916.mat,6960167,2026-04-02 12:10:12
Soil_Moisture\DDCA\DDCA_CH\SM\20160910.mat,8001437,2026-04-02 12:10:11
Soil_Moisture\DDCA\DDCA_CH\SM\20160902.mat,8722734,2026-04-02 12:10:10
Soil_Moisture\DDCA\DDCA_CH\SM\20160913.mat,6462569,2026-04-02 12:10:10
Soil_Moisture\DDCA\DDCA_CH\SM\20160914.mat,6621111,2026-04-02 12:10:10
Soil_Moisture\DDCA\DDCA_CH\SM\20160915.mat,7325411,2026-04-02 12:10:10
Soil_Moisture\DDCA\DDCA_CH\SM\20160917.mat,6531514,2026-04-02 12:10:10
Soil_Moisture\DDCA\DDCA_CH\SM\20160912.mat,7232482,2026-04-02 12:10:09
Soil_Moisture\DDCA\DDCA_CH\SM\20160907.mat,7688089,2026-04-02 12:10:06
Soil_Moisture\DDCA\DDCA_CH\SM\20160911.mat,6980078,2026-04-02 12:10:06
Soil_Moisture\DDCA\DDCA_CH\SM\20160905.mat,6853570,2026-04-02 12:10:05
Soil_Moisture\DDCA\DDCA_CH\SM\20160909.mat,6813642,2026-04-02 12:10:05
Soil_Moisture\DDCA\DDCA_CH\SM\20160904.mat,7801803,2026-04-02 12:10:03
Soil_Moisture\DDCA\DDCA_CH\SM\20160908.mat,7360144,2026-04-02 12:10:03
Soil_Moisture\DDCA\DDCA_CH\SM\20160903.mat,7604094,2026-04-02 12:10:02
Soil_Moisture\DDCA\DDCA_CH\SM\20160906.mat,1844397,2026-04-02 12:10:02
Soil_Moisture\DDCA\DDCA_CH\SM\20160831.mat,8038020,2026-04-02 12:10:00
Soil_Moisture\DDCA\DDCA_CH\SM\20160828.mat,9514746,2026-04-02 12:09:58
Soil_Moisture\DDCA\DDCA_CH\SM\20160824.mat,8204119,2026-04-02 12:09:57
Soil_Moisture\DDCA\DDCA_CH\SM\20160826.mat,8524828,2026-04-02 12:09:57
Soil_Moisture\DDCA\DDCA_CH\SM\20160827.mat,8625537,2026-04-02 12:09:56
Soil_Moisture\DDCA\DDCA_CH\SM\20160830.mat,8266359,2026-04-02 12:09:56
Soil_Moisture\DDCA\DDCA_CH\SM\20160823.mat,8888874,2026-04-02 12:09:55
Soil_Moisture\DDCA\DDCA_CH\SM\20160825.mat,9524799,2026-04-02 12:09:55
Soil_Moisture\DDCA\DDCA_CH\SM\20160829.mat,7575783,2026-04-02 12:09:55
Soil_Moisture\DDCA\DDCA_CH\SM\20160901.mat,7007506,2026-04-02 12:09:54
Soil_Moisture\DDCA\DDCA_CH\SM\20160813.mat,8665854,2026-04-02 12:09:46
Soil_Moisture\DDCA\DDCA_CH\SM\20160814.mat,9823049,2026-04-02 12:09:46
Soil_Moisture\DDCA\DDCA_CH\SM\20160816.mat,8551867,2026-04-02 12:09:46
Soil_Moisture\DDCA\DDCA_CH\SM\20160817.mat,10410792,2026-04-02 12:09:46
Soil_Moisture\DDCA\DDCA_CH\SM\20160818.mat,9412051,2026-04-02 12:09:46
Soil_Moisture\DDCA\DDCA_CH\SM\20160819.mat,9386702,2026-04-02 12:09:46
Soil_Moisture\DDCA\DDCA_CH\SM\20160820.mat,10380264,2026-04-02 12:09:46
Soil_Moisture\DDCA\DDCA_CH\SM\20160815.mat,9692351,2026-04-02 12:09:45
Soil_Moisture\DDCA\DDCA_CH\SM\20160821.mat,8309369,2026-04-02 12:09:45
Soil_Moisture\DDCA\DDCA_CH\SM\20160822.mat,7983582,2026-04-02 12:09:45
Soil_Moisture\DDCA\DDCA_CH\SM\20160807.mat,10234576,2026-04-02 12:09:36
Soil_Moisture\DDCA\DDCA_CH\SM\20160809.mat,10897866,2026-04-02 12:09:36
Soil_Moisture\DDCA\DDCA_CH\SM\20160811.mat,9696355,2026-04-02 12:09:36
Soil_Moisture\DDCA\DDCA_CH\SM\20160812.mat,10255464,2026-04-02 12:09:36
Soil_Moisture\DDCA\DDCA_CH\SM\20160804.mat,11035486,2026-04-02 12:09:35
Soil_Moisture\DDCA\DDCA_CH\SM\20160808.mat,9318543,2026-04-02 12:09:35
Soil_Moisture\DDCA\DDCA_CH\SM\20160810.mat,9895237,2026-04-02 12:09:35
Soil_Moisture\DDCA\DDCA_CH\SM\20160805.mat,9845296,2026-04-02 12:09:34
Soil_Moisture\DDCA\DDCA_CH\SM\20160806.mat,10136733,2026-04-02 12:09:34
Soil_Moisture\DDCA\DDCA_CH\SM\20160802.mat,9996248,2026-04-02 12:09:33
Soil_Moisture\DDCA\DDCA_CH\SM\20160728.mat,9233682,2026-04-02 12:09:27
Soil_Moisture\DDCA\DDCA_CH\SM\20160803.mat,9791389,2026-04-02 12:09:27
Soil_Moisture\DDCA\DDCA_CH\SM\20160801.mat,11017047,2026-04-02 12:09:26
Soil_Moisture\DDCA\DDCA_CH\SM\20160727.mat,10962000,2026-04-02 12:09:25
Soil_Moisture\DDCA\DDCA_CH\SM\20160731.mat,9459356,2026-04-02 12:09:23
Soil_Moisture\DDCA\DDCA_CH\SM\20160730.mat,9564691,2026-04-02 12:09:22
Soil_Moisture\DDCA\DDCA_CH\SM\20160724.mat,10790123,2026-04-02 12:09:21
Soil_Moisture\DDCA\DDCA_CH\SM\20160725.mat,9744069,2026-04-02 12:09:21
Soil_Moisture\DDCA\DDCA_CH\SM\20160726.mat,9628254,2026-04-02 12:09:21
Soil_Moisture\DDCA\DDCA_CH\SM\20160729.mat,10256378,2026-04-02 12:09:21
Soil_Moisture\DDCA\DDCA_CH\SM\20160723.mat,9232753,2026-04-02 12:09:19
Soil_Moisture\DDCA\DDCA_CH\SM\20160720.mat,9763561,2026-04-02 12:09:13
Soil_Moisture\DDCA\DDCA_CH\SM\20160714.mat,9917834,2026-04-02 12:09:12
Soil_Moisture\DDCA\DDCA_CH\SM\20160719.mat,10707735,2026-04-02 12:09:11
Soil_Moisture\DDCA\DDCA_CH\SM\20160721.mat,10056679,2026-04-02 12:09:11
Soil_Moisture\DDCA\DDCA_CH\SM\20160722.mat,10145686,2026-04-02 12:09:11
Soil_Moisture\DDCA\DDCA_CH\SM\20160716.mat,10538479,2026-04-02 12:09:10
Soil_Moisture\DDCA\DDCA_CH\SM\20160717.mat,9494919,2026-04-02 12:09:10
Soil_Moisture\DDCA\DDCA_CH\SM\20160718.mat,9448836,2026-04-02 12:09:10
Soil_Moisture\DDCA\DDCA_CH\SM\20160715.mat,9094562,2026-04-02 12:09:09
Soil_Moisture\DDCA\DDCA_CH\SM\20160713.mat,9548563,2026-04-02 12:09:07
Soil_Moisture\DDCA\DDCA_CH\SM\20160704.mat,9278093,2026-04-02 12:09:01
Soil_Moisture\DDCA\DDCA_CH\SM\20160707.mat,8831182,2026-04-02 12:08:59
Soil_Moisture\DDCA\DDCA_CH\SM\20160702.mat,8661718,2026-04-02 12:08:58
Soil_Moisture\DDCA\DDCA_CH\SM\20160705.mat,9549420,2026-04-02 12:08:58
Soil_Moisture\DDCA\DDCA_CH\SM\20160708.mat,10215967,2026-04-02 12:08:58
Soil_Moisture\DDCA\DDCA_CH\SM\20160710.mat,9126822,2026-04-02 12:08:58
Soil_Moisture\DDCA\DDCA_CH\SM\20160711.mat,10571104,2026-04-02 12:08:58
Soil_Moisture\DDCA\DDCA_CH\SM\20160712.mat,9534911,2026-04-02 12:08:58
Soil_Moisture\DDCA\DDCA_CH\SM\20160703.mat,10220776,2026-04-02 12:08:57
Soil_Moisture\DDCA\DDCA_CH\SM\20160709.mat,9269711,2026-04-02 12:08:57
Soil_Moisture\DDCA\DDCA_CH\SM\20160706.mat,9666024,2026-04-02 12:08:52
Soil_Moisture\DDCA\DDCA_CH\SM\20160625.mat,9905895,2026-04-02 12:08:47
Soil_Moisture\DDCA\DDCA_CH\SM\20160630.mat,9839910,2026-04-02 12:08:47
Soil_Moisture\DDCA\DDCA_CH\SM\20160701.mat,8902359,2026-04-02 12:08:47
Soil_Moisture\DDCA\DDCA_CH\SM\20160627.mat,9212211,2026-04-02 12:08:46
Soil_Moisture\DDCA\DDCA_CH\SM\20160629.mat,8476664,2026-04-02 12:08:46
Soil_Moisture\DDCA\DDCA_CH\SM\20160623.mat,8029443,2026-04-02 12:08:45
Soil_Moisture\DDCA\DDCA_CH\SM\20160624.mat,8564506,2026-04-02 12:08:45
Soil_Moisture\DDCA\DDCA_CH\SM\20160626.mat,8902077,2026-04-02 12:08:45
Soil_Moisture\DDCA\DDCA_CH\SM\20160628.mat,9259581,2026-04-02 12:08:45
Soil_Moisture\DDCA\DDCA_CH\SM\20160622.mat,9471036,2026-04-02 12:08:44
Soil_Moisture\DDCA\DDCA_CH\SM\20160619.mat,8941103,2026-04-02 12:08:38
Soil_Moisture\DDCA\DDCA_CH\SM\20160621.mat,8179911,2026-04-02 12:08:38
Soil_Moisture\DDCA\DDCA_CH\SM\20160617.mat,8442273,2026-04-02 12:08:36
Soil_Moisture\DDCA\DDCA_CH\SM\20160612.mat,8558115,2026-04-02 12:08:35
Soil_Moisture\DDCA\DDCA_CH\SM\20160614.mat,9182384,2026-04-02 12:08:35
Soil_Moisture\DDCA\DDCA_CH\SM\20160615.mat,8074669,2026-04-02 12:08:35
Soil_Moisture\DDCA\DDCA_CH\SM\20160620.mat,8529301,2026-04-02 12:08:35
Soil_Moisture\DDCA\DDCA_CH\SM\20160609.mat,9186057,2026-04-02 12:08:34
Soil_Moisture\DDCA\DDCA_CH\SM\20160616.mat,8293974,2026-04-02 12:08:34
Soil_Moisture\DDCA\DDCA_CH\SM\20160618.mat,8488025,2026-04-02 12:08:34
Soil_Moisture\DDCA\DDCA_CH\SM\20160613.mat,7926620,2026-04-02 12:08:30
Soil_Moisture\DDCA\DDCA_CH\SM\20160610.mat,8253208,2026-04-02 12:08:28
Soil_Moisture\DDCA\DDCA_CH\SM\20160607.mat,8033883,2026-04-02 12:08:27
Soil_Moisture\DDCA\DDCA_CH\SM\20160611.mat,8692442,2026-04-02 12:08:27
Soil_Moisture\DDCA\DDCA_CH\SM\20160604.mat,8355196,2026-04-02 12:08:25
Soil_Moisture\DDCA\DDCA_CH\SM\20160608.mat,8104342,2026-04-02 12:08:25
Soil_Moisture\DDCA\DDCA_CH\SM\20160603.mat,8540744,2026-04-02 12:08:24
Soil_Moisture\DDCA\DDCA_CH\SM\20160605.mat,7752703,2026-04-02 12:08:24
Soil_Moisture\DDCA\DDCA_CH\SM\20160606.mat,8601615,2026-04-02 12:08:24
Soil_Moisture\DDCA\DDCA_CH\SM\20160529.mat,8802522,2026-04-02 12:08:22
Soil_Moisture\DDCA\DDCA_CH\SM\20160601.mat,8342495,2026-04-02 12:08:20
Soil_Moisture\DDCA\DDCA_CH\SM\20160602.mat,7983015,2026-04-02 12:08:19
Soil_Moisture\DDCA\DDCA_CH\SM\20160527.mat,8162674,2026-04-02 12:08:18
Soil_Moisture\DDCA\DDCA_CH\SM\20160530.mat,7777607,2026-04-02 12:08:18
Soil_Moisture\DDCA\DDCA_CH\SM\20160531.mat,7881433,2026-04-02 12:08:18
Soil_Moisture\DDCA\DDCA_CH\SM\20160524.mat,8780405,2026-04-02 12:08:15
Soil_Moisture\DDCA\DDCA_CH\SM\20160528.mat,7521153,2026-04-02 12:08:15
Soil_Moisture\DDCA\DDCA_CH\SM\20160519.mat,7853918,2026-04-02 12:08:13
Soil_Moisture\DDCA\DDCA_CH\SM\20160526.mat,8356141,2026-04-02 12:08:12
Soil_Moisture\DDCA\DDCA_CH\SM\20160516.mat,8248122,2026-04-02 12:08:10
Soil_Moisture\DDCA\DDCA_CH\SM\20160518.mat,7974231,2026-04-02 12:08:09
Soil_Moisture\DDCA\DDCA_CH\SM\20160520.mat,7197114,2026-04-02 12:08:09
Soil_Moisture\DDCA\DDCA_CH\SM\20160522.mat,7460134,2026-04-02 12:08:09
Soil_Moisture\DDCA\DDCA_CH\SM\20160523.mat,7525545,2026-04-02 12:08:09
Soil_Moisture\DDCA\DDCA_CH\SM\20160525.mat,7723158,2026-04-02 12:08:09
Soil_Moisture\DDCA\DDCA_CH\SM\20160521.mat,8396488,2026-04-02 12:08:06
Soil_Moisture\DDCA\DDCA_CH\SM\20160517.mat,7404329,2026-04-02 12:08:05
Soil_Moisture\DDCA\DDCA_CH\SM\20160515.mat,7118888,2026-04-02 12:08:04
Soil_Moisture\DDCA\DDCA_CH\SM\20160508.mat,7901190,2026-04-02 12:08:02
Soil_Moisture\DDCA\DDCA_CH\SM\20160514.mat,7056047,2026-04-02 12:08:01
Soil_Moisture\DDCA\DDCA_CH\SM\20160511.mat,7435556,2026-04-02 12:07:59
Soil_Moisture\DDCA\DDCA_CH\SM\20160510.mat,7578608,2026-04-02 12:07:58
Soil_Moisture\DDCA\DDCA_CH\SM\20160505.mat,7570964,2026-04-02 12:07:57
Soil_Moisture\DDCA\DDCA_CH\SM\20160506.mat,6713358,2026-04-02 12:07:57
Soil_Moisture\DDCA\DDCA_CH\SM\20160507.mat,6838481,2026-04-02 12:07:57
Soil_Moisture\DDCA\DDCA_CH\SM\20160509.mat,6976015,2026-04-02 12:07:57
Soil_Moisture\DDCA\DDCA_CH\SM\20160512.mat,6788098,2026-04-02 12:07:57
Soil_Moisture\DDCA\DDCA_CH\SM\20160513.mat,7943026,2026-04-02 12:07:57
Soil_Moisture\DDCA\DDCA_CH\SM\20160504.mat,6527217,2026-04-02 12:07:55
Soil_Moisture\DDCA\DDCA_CH\SM\20160503.mat,7042584,2026-04-02 12:07:50
Soil_Moisture\DDCA\DDCA_CH\SM\20160425.mat,6334733,2026-04-02 12:07:49
Soil_Moisture\DDCA\DDCA_CH\SM\20160427.mat,7299567,2026-04-02 12:07:49
Soil_Moisture\DDCA\DDCA_CH\SM\20160319.mat,5436113,2026-04-02 12:07:48
Soil_Moisture\DDCA\DDCA_CH\SM\20160426.mat,4422921,2026-04-02 12:07:48
Soil_Moisture\DDCA\DDCA_CH\SM\20160428.mat,6462298,2026-04-02 12:07:48
Soil_Moisture\DDCA\DDCA_CH\SM\20160430.mat,2643268,2026-04-02 12:07:48
Soil_Moisture\DDCA\DDCA_CH\SM\20160502.mat,1880015,2026-04-02 12:07:48
Soil_Moisture\DDCA\DDCA_CH\SM\20160424.mat,7049648,2026-04-02 12:07:47
Soil_Moisture\DDCA\DDCA_CH\SM\20160429.mat,6625548,2026-04-02 12:07:47
Soil_Moisture\DDCA\DDCA_CH\SM\20160421.mat,6472237,2026-04-02 12:07:44
Soil_Moisture\DDCA\DDCA_CH\SM\20160419.mat,7098582,2026-04-02 12:07:43
Soil_Moisture\DDCA\DDCA_CH\SM\20160420.mat,6303174,2026-04-02 12:07:43
Soil_Moisture\DDCA\DDCA_CH\SM\20160423.mat,6390381,2026-04-02 12:07:43
Soil_Moisture\DDCA\DDCA_CH\SM\20160415.mat,6241149,2026-04-02 12:07:42
Soil_Moisture\DDCA\DDCA_CH\SM\20160416.mat,6881770,2026-04-02 12:07:42
Soil_Moisture\DDCA\DDCA_CH\SM\20160417.mat,6611069,2026-04-02 12:07:42
Soil_Moisture\DDCA\DDCA_CH\SM\20160418.mat,6193098,2026-04-02 12:07:42
Soil_Moisture\DDCA\DDCA_CH\SM\20160422.mat,7248699,2026-04-02 12:07:41
Soil_Moisture\DDCA\DDCA_CH\SM\20160411.mat,6842654,2026-04-02 12:07:37
Soil_Moisture\DDCA\DDCA_CH\SM\20160408.mat,6667939,2026-04-02 12:07:36
Soil_Moisture\DDCA\DDCA_CH\SM\20160409.mat,6395662,2026-04-02 12:07:36
